dataset,epoch,loss,F1,recall,precision,accuracy,confusion_matrix,roc_auc,pr_auc,0vr_roc_auc,0vr_pr_auc,1vr_roc_auc,1vr_pr_auc,2vr_roc_auc,2vr_pr_auc,time
train,6,0.9410646983555385,0.5776690501403088,0.6217778472113732,0.5841208045740686,0.6217778472113732,"[[3103  259   21]
 [ 712  658  225]
 [ 588  616  219]]",0.7513726135052335,0.5436957951039422,0.8169402640223297,0.7918292070090136,0.7211043666681016,0.43869304738045756,0.7160732098252691,0.40056513092235513,0 days 00:00:01.652101
val,6,1.05909903049469,0.47149327414397646,0.47888186084472556,0.5079782688943221,0.47888186084472556,"[[1529  380  628]
 [ 222  113  936]
 [ 278  110  705]]",0.7200446064064394,0.5089384255947734,0.7984849606533958,0.798044776425793,0.7074718286505711,0.38829310491423075,0.6541770299153513,0.3404773954442968,0 days 00:00:00.903314
train,7,0.9341290167399815,0.5719871841881012,0.605374160287455,0.5611453556696747,0.605374160287455,"[[2998  238  147]
 [ 646  306  643]
 [ 547  305  571]]",0.7518796210317862,0.5410319163278,0.8203887327331705,0.7993403424282153,0.7286333566844996,0.43319242295675964,0.7066167736776886,0.39056298359842495,0 days 00:00:01.503017
val,7,1.0417265176773072,0.49428010648826864,0.5449908182003673,0.48753823171462546,0.5449908182003673,"[[1649  888    0]
 [ 249 1022    0]
 [ 292  801    0]]",0.7321686221809708,0.5400987404953702,0.7971817440293139,0.7989844504701269,0.7423215055930885,0.48262397165478355,0.6570026169205101,0.33868779936119997,0 days 00:00:00.916391
train,8,0.9089013508387974,0.5950342940189025,0.6200593657241056,0.5868409446384244,0.6200593657241056,"[[3000  317   66]
 [ 591  573  431]
 [ 503  524  396]]",0.7700622534471692,0.5622271879594184,0.8405857592644939,0.8234312502940925,0.7452888695817793,0.457264263587613,0.724312131495234,0.40598604999654964,0 days 00:00:01.527278
val,8,0.9842538714408875,0.5316305950099731,0.5502958579881657,0.5446868501038284,0.5502958579881657,"[[1867  298  372]
 [ 283  158  830]
 [ 325   96  672]]",0.7477465294989937,0.5488472794700407,0.8170384568954766,0.8141746587929275,0.7534058126505019,0.4735258438229398,0.6727953189510021,0.3588413357942551,0 days 00:00:00.833825
train,9,0.9066350545201983,0.6002651427469725,0.6172473051085768,0.5935759205589051,0.6172473051085768,"[[2914  399   70]
 [ 522  613  460]
 [ 435  564  424]]",0.780260255955371,0.5634014826613106,0.8542607788092609,0.8377106760309982,0.7534883250691078,0.4463337138388595,0.7330316639877443,0.4061600581140743,0 days 00:00:01.644549
val,9,0.962287712097168,0.5531232564786764,0.5774331769026729,0.5624341228928539,0.5774331769026729,"[[2019  234  284]
 [ 297  174  800]
 [ 353  103  637]]",0.754674764266079,0.5588375146597787,0.824946127265706,0.8213111442797143,0.7639064271207895,0.496613291104096,0.6751717384117417,0.3585881085955257,0 days 00:00:00.837141
train,10,0.8787997961044312,0.6009924242089513,0.6303702546477113,0.5955093705240168,0.6303702546477113,"[[2932  300  151]
 [ 445  243  907]
 [ 372  191  860]]",0.7923700879737049,0.5837455211088521,0.8680012740582811,0.8484912361622765,0.7643341591036283,0.47268650070500207,0.7447748307592056,0.43005882645927773,0 days 00:00:01.643893
val,10,1.0048581957817078,0.5004572398072548,0.5123444195062232,0.5357532132435977,0.5123444195062232,"[[1685  274  578]
 [ 193  118  960]
 [ 285  100  708]]",0.7386922941571313,0.526304586113009,0.8112301724661141,0.8221541262579002,0.7433283915617083,0.42478333328564327,0.6615183184435713,0.3319762987954836,0 days 00:00:00.840851
train,11,0.8601306847163609,0.5950518359871416,0.6370879550070302,0.6021011804516051,0.6370879550070302,"[[2971  189  223]
 [ 403  156 1036]
 [ 371  101  951]]",0.8029526883547984,0.5897678862846977,0.8826864412108489,0.8641100062119885,0.7774117254163747,0.46596976608066304,0.7487598984371714,0.4392238865614415,0 days 00:00:01.574335
val,11,1.0096960067749023,0.4931601109481106,0.499489900020404,0.550147548446749,0.499489900020404,"[[1530  396  611]
 [ 118  108 1045]
 [ 196   87  810]]",0.7560429528363996,0.5464468717310376,0.828680369782715,0.8367138323809021,0.7597824320018727,0.45628340420719515,0.6796660567246111,0.3463433786050153,0 days 00:00:00.847330
train,12,0.8594816412244525,0.6275256519451955,0.6403686923918138,0.6352143686366944,0.6403686923918138,"[[2843  473   67]
 [ 331  920  344]
 [ 333  754  336]]",0.8003616615487849,0.5900441484047655,0.877327766576225,0.8627259270793814,0.7735241475845893,0.47194980520987456,0.7502330704855404,0.4354567129250403,0 days 00:00:01.519119
val,12,0.9446200728416443,0.55073285880106,0.6204856151805754,0.49944922938457087,0.6204856151805754,"[[2151  386    0]
 [ 381  890    0]
 [ 366  727    0]]",0.7640234427721723,0.573380240905904,0.8353477667575716,0.8308771656515914,0.761665398712105,0.5063482076901726,0.6950571628468405,0.3829153493759478,0 days 00:00:00.904912
train,13,0.8612668599401202,0.6340471519690042,0.6442743321356038,0.6318480035590022,0.6442743321356038,"[[2924  409   50]
 [ 379  746  470]
 [ 343  626  454]]",0.8007352510913489,0.5840348239123553,0.8796097197483146,0.8618591842587312,0.7695146610102055,0.4568286493407463,0.7530813725155264,0.4334166381375881,0 days 00:00:01.662695
val,13,1.0065965056419373,0.5214737500886799,0.5225464190981433,0.5548410253204711,0.5225464190981433,"[[1667  394  476]
 [ 185  201  885]
 [ 259  141  693]]",0.7359659678435135,0.5193263200415382,0.8152705441696396,0.8295475072319799,0.7175751506915229,0.3836940534043314,0.6750522086693782,0.34473739948830334,0 days 00:00:00.882527
train,14,0.853275580065591,0.6264308029619008,0.6439618809561006,0.6239870707358764,0.6439618809561006,"[[2938  282  163]
 [ 387  385  823]
 [ 349  275  799]]",0.8038486963949728,0.5892261081125212,0.8846949831212744,0.8729702443293132,0.7744287117592039,0.4614228551211098,0.7524223943044406,0.4332852248871407,0 days 00:00:01.520391
val,14,1.0018117308616639,0.5179691512768582,0.5152009793919609,0.5862299346752488,0.5152009793919609,"[[1526  969   42]
 [ 111  858  302]
 [ 175  777  141]]",0.7639577863586257,0.551348773204864,0.8396966853345444,0.8470415653207014,0.7606293606257843,0.45054605275400883,0.6915473131155481,0.3564587015398816,0 days 00:00:00.892423
train,15,0.8522694962365287,0.5950020544738012,0.6436494297765974,0.6525989759395321,0.6436494297765974,"[[2871  511    1]
 [ 351 1179   65]
 [ 297 1056   70]]",0.8037651244711954,0.5848850850113719,0.8833293959760993,0.8626438930562782,0.7680718459292655,0.4567912363254693,0.7598941315082215,0.43522012565236845,0 days 00:00:01.537001
val,15,0.9695722222328186,0.5591638893457714,0.5521322179147112,0.5842272123714823,0.5521322179147112,"[[1759  495  283]
 [ 153  307  811]
 [ 237  216  640]]",0.7546626483690128,0.5339914267754372,0.8403903113780682,0.8482930749254423,0.7331408643331968,0.3995475511390829,0.6904567693957729,0.35413365426178645,0 days 00:00:00.886498
train,16,0.8479005438940865,0.6169620451837894,0.6397437900328073,0.6172123780429137,0.6397437900328073,"[[2914  305  164]
 [ 362  295  938]
 [ 342  195  886]]",0.8053828994918435,0.5860345920515456,0.8897289237282973,0.8755248224577598,0.7680595180788905,0.437922562332793,0.7583602566683428,0.44465639136408386,0 days 00:00:01.535808
val,16,0.9583854913711548,0.5658136883128768,0.5596816976127321,0.5827102767325829,0.5596816976127321,"[[1791  506  240]
 [ 193  348  730]
 [ 254  235  604]]",0.75338970065109,0.5378638639771313,0.8384606637334289,0.845884626753519,0.7251758338697757,0.4023783846047598,0.6965326043500657,0.36532858057311485,0 days 00:00:00.858546
train,17,0.8395400047302246,0.6519967426605022,0.6566161537259804,0.6516465654926585,0.6566161537259804,"[[2898  463   22]
 [ 335  743  517]
 [ 302  559  562]]",0.809155497872479,0.59757851852847,0.8898572796152439,0.8700879144877144,0.7749612227140318,0.4775221435830437,0.7626479912881613,0.445125497514652,0 days 00:00:01.585832
val,17,0.9446849703788758,0.5625140209031388,0.5758008569679657,0.5714765038070133,0.5758008569679657,"[[1950  532   55]
 [ 269  705  297]
 [ 292  634  167]]",0.7638975760731245,0.5531043186943355,0.8394560838006973,0.8456995278844569,0.7497840142357702,0.4367628171231691,0.7024526301829058,0.3768506110753806,0 days 00:00:00.891347
train,18,0.8374782460076469,0.6469978235545688,0.6547414466489611,0.6473870660865879,0.6547414466489611,"[[2933  445    5]
 [ 354  760  481]
 [ 312  613  498]]",0.813269521042196,0.6034211277324797,0.8948681543608583,0.8811245872381348,0.7767572404922269,0.4673464790729688,0.7681831682735024,0.4617923168863354,0 days 00:00:01.530805
val,18,0.9690560460090637,0.5660406263914041,0.5511120179555192,0.5958270710471852,0.5511120179555192,"[[1693  619  225]
 [ 146  411  714]
 [ 207  289  597]]",0.7545922237125592,0.5369589129230531,0.845833274975373,0.8541612898372233,0.7117501457605885,0.38502972974817223,0.706193250401716,0.37168571918376386,0 days 00:00:00.874470
train,19,0.8330568841525486,0.6448772051959778,0.6548976722387126,0.6420216333032172,0.6548976722387126,"[[2891  401   91]
 [ 335  455  805]
 [ 282  295  846]]",0.8141760229353707,0.5989155461802528,0.8980305280348652,0.8834079774482212,0.7683630832410375,0.442536365940159,0.7761344575302096,0.4708022951523779,0 days 00:00:01.529951
val,19,0.9548426985740661,0.5655324214657911,0.5523362579065497,0.5933269751764453,0.5523362579065497,"[[1711  605  221]
 [ 153  384  734]
 [ 209  272  612]]",0.7573368725356326,0.5411825609127141,0.8514854101764278,0.8604859305115987,0.7076294018072147,0.38560917260524463,0.7128958056232556,0.37745257962129874,0 days 00:00:00.829756
train,20,0.8215484619140625,0.6654850422496597,0.66927042649586,0.6622143774039665,0.66927042649586,"[[2900  443   40]
 [ 306  651  638]
 [ 295  395  733]]",0.8204027099406459,0.6117604485023482,0.9035780391059887,0.8933961975997642,0.7778909461396868,0.4697543530503962,0.7797391445762621,0.4721307948568843,0 days 00:00:01.530451
val,20,0.910778260231018,0.6032184745825461,0.5933482962660681,0.6167568830637553,0.5933482962660681,"[[1861  564  112]
 [ 184  537  550]
 [ 226  357  510]]",0.7792098553462422,0.5662766462447998,0.8644626365659642,0.8681143270977032,0.7408701852947616,0.4227521257175916,0.7322967441780007,0.40796348591910453,0 days 00:00:00.826284
train,21,0.8124371341296605,0.6781071132454065,0.6788001874707077,0.6777208235853687,0.6788001874707077,"[[2869  480   34]
 [ 280  744  571]
 [ 273  418  732]]",0.8283512507908415,0.6287148878364689,0.9070265567889344,0.8951257557437664,0.787769598346894,0.49873808057172525,0.7902575972366961,0.4922808271939149,0 days 00:00:01.582859
val,21,0.8934602618217469,0.6047766855326222,0.594776576208937,0.6187927490550568,0.594776576208937,"[[1870  569   98]
 [ 182  559  530]
 [ 222  385  486]]",0.7858807280552291,0.5719837202174043,0.8731177890403083,0.8773932713635809,0.741698582275079,0.42530376719580837,0.7428258128503002,0.41325412209282353,0 days 00:00:00.869987
train,22,0.8015086225100926,0.6651146671284573,0.6680206217778472,0.6643279831307524,0.6680206217778472,"[[2850  466   67]
 [ 284  590  721]
 [ 264  323  836]]",0.832762647665981,0.6352440209944231,0.91299023280751,0.9060686688333509,0.786161694433682,0.5003823568245358,0.7991360157567508,0.4992810373253829,0 days 00:00:01.580125
val,22,0.8627182722091675,0.6238888087177309,0.6068149357274025,0.654730557082382,0.6068149357274025,"[[1792  688   57]
 [ 126  632  513]
 [ 144  399  550]]",0.7999597877877234,0.5914777239568724,0.8927939257033134,0.8946145311853112,0.7364475164346419,0.4397523492346541,0.7706379212252147,0.4400662914506516,0 days 00:00:00.835571
train,23,0.7839564681053162,0.683792387713463,0.6795813154194658,0.6889078541675437,0.6795813154194658,"[[2770  563   50]
 [ 236  785  574]
 [ 231  397  795]]",0.8424564964833426,0.65878698653863,0.9169209788074195,0.9086493446192991,0.7955948481326243,0.546403254616995,0.8148536625099841,0.5213083603795958,0 days 00:00:01.659628
val,23,0.8442438125610352,0.6221274634300037,0.6178330952866762,0.6704821511018793,0.6178330952866762,"[[1841  676   20]
 [ 126  886  259]
 [ 148  644  301]]",0.815729120009479,0.6085066468577761,0.9013845509471663,0.9054073474700435,0.766265147722125,0.4666764996091731,0.7795376613591457,0.45343609349411174,0 days 00:00:00.826497
train,24,0.7915445906775338,0.6700555918582753,0.6636463052648024,0.6822557636269433,0.6636463052648024,"[[2728  615   40]
 [ 241  855  499]
 [ 206  552  665]]",0.8351768340690083,0.642683095980555,0.9146950986954419,0.911326529377412,0.7815682330211582,0.500326619287357,0.809267170490425,0.5163961392768958,0 days 00:00:01.547276
val,24,0.8666816830635071,0.5912582319396369,0.5637624974495001,0.6728530603654885,0.5637624974495001,"[[1540  958   39]
 [  53  757  461]
 [  72  555  466]]",0.8094511693066447,0.6131669389661513,0.909488971012434,0.9144166351163681,0.7252906000134381,0.4663777595062702,0.7935739368940622,0.45870642227581565,0 days 00:00:00.881573
train,25,0.7798862542424884,0.6847954006066107,0.6791126386502109,0.6946158929258875,0.6791126386502109,"[[2758  579   46]
 [ 235  870  490]
 [ 203  501  719]]",0.842966498833004,0.6584713635890423,0.9182214820251807,0.9165302363553056,0.7918891876272737,0.5362980494785744,0.8187888268465577,0.522585804933247,0 days 00:00:01.533966
val,25,0.8548172950744629,0.6118117254177642,0.5860028565598857,0.6719301096390934,0.5860028565598857,"[[1646  835   56]
 [  82  672  517]
 [  69  470  554]]",0.8070970515621326,0.6126115616106556,0.910141079535564,0.9156348387266704,0.7097801561859927,0.4618257063992064,0.8013699189648412,0.4603741397060899,0 days 00:00:00.920467
train,26,0.7786442296845573,0.6921606828458663,0.6858303390095297,0.7013835458314521,0.6858303390095297,"[[2745  559   79]
 [ 215  869  511]
 [ 194  453  776]]",0.8460253894510029,0.668496001215895,0.9185429349217534,0.9184090931377028,0.7984822394159861,0.5574079644904878,0.8210509940152694,0.5296709460194943,0 days 00:00:01.553671
val,26,0.8542366862297058,0.6121706108624507,0.6041624158335034,0.6490588727739995,0.6041624158335034,"[[1885  634   18]
 [ 152  770  349]
 [ 127  660  306]]",0.8044886150450052,0.6073244467378288,0.8958934003482802,0.9057488814498141,0.7379733967960846,0.48609589106840867,0.7795990479906509,0.43012856769526375,0 days 00:00:00.828581
train,27,0.7540286098207746,0.6978492601447273,0.6920793625995938,0.7057100388013989,0.6920793625995938,"[[2764  549   70]
 [ 193  863  539]
 [ 210  410  803]]",0.8536149937982987,0.679668022155045,0.9247717948883699,0.9227447072779944,0.8100955962831204,0.5749530876247526,0.825977590223406,0.5413062715623881,0 days 00:00:01.529050
val,27,0.8666031122207641,0.6352271710426627,0.647826974086921,0.6599620823545089,0.647826974086921,"[[2084  437   16]
 [ 217  842  212]
 [ 212  632  249]]",0.8198620633814034,0.6177284329873182,0.902442247295025,0.9084854313347918,0.7739980449657868,0.5013830788255115,0.7831458978833985,0.4433167888016515,0 days 00:00:00.871667
train,28,0.7762903826577323,0.6986996041043727,0.6933291673176066,0.7091394657336487,0.6933291673176066,"[[2762  553   68]
 [ 209  943  443]
 [ 206  484  733]]",0.8498064256229849,0.67631432428576,0.9186777551265469,0.9202373298677577,0.8058659695234667,0.5786896372689326,0.8248755522189412,0.5300160057205897,0 days 00:00:01.489048
val,28,0.8078166246414185,0.6426182462287263,0.625382574984697,0.6878837891450001,0.625382574984697,"[[1825  674   38]
 [  90  791  390]
 [  85  559  449]]",0.8320810351919455,0.633535926361327,0.9229108016916473,0.9286506576264625,0.7595339345822144,0.4959555543099282,0.8137983693019751,0.4760015671475905,0 days 00:00:00.836402
train,29,0.7359279990196228,0.7180334106366607,0.7134822683955632,0.7251644737517786,0.7134822683955632,"[[2815  497   71]
 [ 180  950  465]
 [ 206  415  802]]",0.8645483903900297,0.6980790935852413,0.9303771420153822,0.9307692378767257,0.8244337994434855,0.6090821847300549,0.8388342297112213,0.5543858581489433,0 days 00:00:01.555946
val,29,0.814452064037323,0.6451635919629977,0.6268108549275658,0.6879247475635286,0.6268108549275658,"[[1825  668   44]
 [ 101  759  411]
 [  76  529  488]]",0.8273277118313365,0.6314743078691097,0.9188327474194109,0.9237419721515367,0.7369836336326573,0.4830823219600239,0.8261667544419413,0.4875986294957683,0 days 00:00:00.823544
train,30,0.7329973152705601,0.7091398075755119,0.7039525074207155,0.7160684920964716,0.7039525074207155,"[[2772  518   93]
 [ 193  886  516]
 [ 204  371  848]]",0.8623083845905297,0.7012618482911311,0.9253505472240948,0.9261639478303488,0.819186440147308,0.6202807811986738,0.8423881664001862,0.5573408158443708,0 days 00:00:01.578446
val,30,0.8328327775001526,0.64429513428715,0.6419098143236074,0.6934338349454142,0.6419098143236074,"[[1926  587   24]
 [ 134  916  221]
 [ 100  689  304]]",0.8292727919627327,0.6393567479165893,0.9155808751293046,0.9216026935655167,0.7668519831026089,0.5122562361795234,0.8053855176562849,0.48421131400472767,0 days 00:00:00.892454
train,31,0.7180116602352687,0.7126027107463486,0.7081705983440088,0.7183647634773885,0.7081705983440088,"[[2790  515   78]
 [ 206  886  503]
 [ 206  360  857]]",0.8670574445459455,0.7090490726912445,0.9290843763901957,0.9302845332119101,0.8227707789505542,0.617899289233922,0.8493171782970863,0.5789633956279016,0 days 00:00:01.513176
val,31,0.831143057346344,0.6376448785321929,0.6149765354009386,0.6886208230663736,0.6149765354009386,"[[1710  764   63]
 [  89  681  501]
 [  59  411  623]]",0.8145257659693087,0.6238514835727429,0.9150549865376523,0.9208282618623069,0.7116651819677354,0.46411123845855495,0.8168571294025387,0.48661495039736696,0 days 00:00:00.879762
train,32,0.6881146260670253,0.7327893285275981,0.7278550226527105,0.7397274073199077,0.7278550226527105,"[[2795  502   86]
 [ 150  956  489]
 [ 206  309  908]]",0.8809502852383079,0.7383380192173189,0.9331558192474867,0.9342677438945537,0.8430465053479389,0.6641682284108841,0.8666485311194977,0.6165780853465188,0 days 00:00:01.524227
val,32,0.8527439713478089,0.6227754719729717,0.6057947357682105,0.6765392145942205,0.6057947357682105,"[[1694  700  143]
 [  72  453  746]
 [  45  226  822]]",0.8082289997191018,0.615900165381379,0.9229613230116442,0.9306822720783061,0.6885166665582946,0.45138872943732444,0.8132090095873665,0.4656294946285065,0 days 00:00:00.819587
train,33,0.6823902385575431,0.7357456458616604,0.7294172785502265,0.7457094591163649,0.7294172785502265,"[[2747  555   81]
 [ 129  980  486]
 [ 194  287  942]]",0.8844552621946438,0.7578548889527438,0.9343621001354178,0.9358021162836239,0.8484245789941258,0.6734265050555429,0.8705791074543876,0.6643360455190643,0 days 00:00:01.531645
val,33,0.8489566922187806,0.645785886972894,0.6300754947969802,0.683523306367642,0.6300754947969802,"[[1793  631  113]
 [ 101  529  641]
 [  60  267  766]]",0.8158009177350952,0.6266727200923722,0.9201221248700286,0.9292814039227901,0.7148363688382284,0.47222213965434917,0.8124442594970285,0.4785146166999772,0 days 00:00:00.898727
train,34,0.6776485868862697,0.7316838136145767,0.7276987970629589,0.7378943816058868,0.7276987970629589,"[[2790  490  103]
 [ 166  894  535]
 [ 201  248  974]]",0.8833687387927464,0.7555214175080897,0.9334309445328228,0.9352678301019564,0.8462098056635058,0.6725757804531068,0.8704654661819101,0.6587206419692058,0 days 00:00:01.522480
val,34,0.8336050629615783,0.6449329808310812,0.6268108549275658,0.693726899728945,0.6268108549275658,"[[1745  673  119]
 [  66  534  671]
 [  42  258  793]]",0.8148410075371263,0.6370866460048749,0.9275396717414749,0.9372280382680991,0.712470820789253,0.4668938935526435,0.8045125300806507,0.5071380061938819,0 days 00:00:00.841024
train,35,0.670298865863255,0.7355912625719748,0.7301984064989845,0.7446466786375331,0.7301984064989845,"[[2761  527   95]
 [ 137  912  546]
 [ 182  240 1001]]",0.8901684139104526,0.770574667106366,0.9387837425148586,0.9422469484583846,0.8532003490934137,0.6690158368621307,0.8785211501230854,0.7004612159985829,0 days 00:00:01.520208
val,35,0.8375025272369385,0.6339919142750808,0.6149765354009386,0.6907685853901191,0.6149765354009386,"[[1679  704  154]
 [  61  530  680]
 [  39  249  805]]",0.8195633003018319,0.6529553090368553,0.9277433410232453,0.9382673851509256,0.7203676851484591,0.48237557479953713,0.8105788747337911,0.5382229671601034,0 days 00:00:00.888521
train,36,0.6659082004002163,0.7326028616069087,0.7286361506014685,0.7403342878883867,0.7286361506014685,"[[2795  472  116]
 [ 151  861  583]
 [ 185  230 1008]]",0.889669531408737,0.7714952860651861,0.9392984883094772,0.9424273283077094,0.8521899871764265,0.6691692282067434,0.877520118740307,0.702889301681106,0 days 00:00:01.538560
val,36,0.7973070025444031,0.663817364402875,0.6443582942256683,0.7203872065049708,0.6443582942256683,"[[1750  740   47]
 [  84  859  328]
 [  47  497  549]]",0.836109578110726,0.6815508102889543,0.9313675371006565,0.9361588638836366,0.7741989669963348,0.5456676282382346,0.8027622302351864,0.5628259387449918,0 days 00:00:00.905847
train,37,0.6560935037476676,0.747154730202902,0.7419153257303547,0.755415619171487,0.7419153257303547,"[[2783  499  101]
 [ 126  981  488]
 [ 187  251  985]]",0.8970382090099971,0.7847528038465651,0.9408514917001097,0.9425674030138889,0.8649128505773216,0.6999505183520853,0.88535028475256,0.7117404901737211,0 days 00:00:01.619977
val,37,0.7875874161720275,0.6714322956233967,0.6547643338094267,0.7063459847158214,0.6547643338094267,"[[1819  630   88]
 [ 107  696  468]
 [  60  339  694]]",0.8403281429075938,0.6834665763346122,0.9322776711772369,0.9386691685184113,0.7642790106919998,0.5261007476140995,0.8244277468535448,0.5856298128713259,0 days 00:00:00.862169
train,38,0.6292486531393868,0.7513362251569701,0.7458209654741447,0.7602172475430754,0.7458209654741447,"[[2784  522   77]
 [ 134 1036  425]
 [ 182  287  954]]",0.8998465584473929,0.7926108061868766,0.9441407520979161,0.9469515811802344,0.8694398459605743,0.7093852244804831,0.8859590772836884,0.7214956128999124,0 days 00:00:01.620971
val,38,0.8076697826385498,0.6447159372899348,0.6261987349520506,0.700248141743821,0.6261987349520506,"[[1706  670  161]
 [  53  550  668]
 [  34  246  813]]",0.8272825301825414,0.6652544396904225,0.9371813238519988,0.9439412950553456,0.7247148185958,0.482805280536859,0.8199514480998256,0.569016743479063,0 days 00:00:00.834453
train,39,0.6417914884431022,0.7401409917624371,0.7342602718325262,0.7492386652909779,0.7342602718325262,"[[2768  514  101]
 [ 139  982  474]
 [ 179  294  950]]",0.8958178452013738,0.7857881358822202,0.9424305482505497,0.9461136299821878,0.860975765663871,0.6911026263851481,0.8840472216897004,0.7201481512793247,0 days 00:00:01.571377
val,39,0.8162219762802124,0.6528894515347187,0.6351764945929402,0.691823185884172,0.6351764945929402,"[[1779  672   86]
 [ 103  602  566]
 [  57  304  732]]",0.8272300230922954,0.6584714188242288,0.9181708014115288,0.9282935546811042,0.7270501308052271,0.4746448347453857,0.8364691370601306,0.5724758670461964,0 days 00:00:00.861561
train,40,0.6499064138957432,0.7473503963301817,0.743321356038119,0.7536552230233943,0.743321356038119,"[[2836  452   95]
 [ 148  927  520]
 [ 171  257  995]]",0.9003445877283256,0.7925628533682331,0.9471740842755076,0.950844430272201,0.86744377782735,0.7080072137022932,0.8864159010821191,0.7188369161302048,0 days 00:00:01.547179
val,40,0.886643648147583,0.648533017361839,0.6268108549275658,0.7181532110701084,0.6268108549275658,"[[1589  876   72]
 [  77  838  356]
 [  42  406  645]]",0.816386306773337,0.6683084874254721,0.8773952608000577,0.8994088376697387,0.7385189423741745,0.4669705810012373,0.8332447171457786,0.6385460436054405,0 days 00:00:00.926330
train,41,0.6336766566549029,0.7545564584186842,0.7522262146539603,0.7576503425865824,0.7522262146539603,"[[2899  404   80]
 [ 161  949  485]
 [ 193  263  967]]",0.9036893397712543,0.8005942369286062,0.9477562646585753,0.9497272814580563,0.875270853961284,0.7269409068624187,0.8880409006939034,0.7251145224653435,0 days 00:00:01.511727
val,41,0.9554502367973328,0.6407633547101321,0.6180371352785146,0.7218053405809898,0.6180371352785146,"[[1521  939   77]
 [  61  845  365]
 [  33  397  663]]",0.8151653671452248,0.6739290559976258,0.8610617013713121,0.8987590021491549,0.7387382876761319,0.4707450497627208,0.8456961123882306,0.6522831160810012,0 days 00:00:00.828560
